qid,pid,score
2,1245124,-0.0908203125
2,1107538,0.125
2,1344529,0.11376953125
2,1700450,0.087890625
2,441619,-0.796875
2,1496166,0.08837890625
2,975012,0.396484375
2,823391,0.51953125
3,1905283,0.1494140625
3,881112,-1.03125
3,1887063,0.23046875
3,1631020,0.220703125
3,1054500,0.25390625
3,1450930,0.310546875
3,992375,0.216796875
3,1729265,0.439453125
3,869831,0.486328125
3,1930236,-0.271484375
3,1360197,0.32421875
3,1064328,0.12060546875
3,1014795,0.359375
3,1411340,0.047607421875
3,1166894,0.1962890625
3,1481295,0.251953125
3,853456,0.486328125
3,660644,0.0703125
3,531818,0.546875
3,1804125,-0.73828125
3,148893,-0.83984375
3,1029457,0.1474609375
3,1722120,0.1396484375
3,1401991,0.255859375
3,1516932,0.08349609375
3,1555324,0.337890625
3,1802120,0.53515625
3,512094,0.28515625
3,242706,0.0556640625
3,441641,0.3828125
3,1563039,-0.984375
3,1345545,-0.8515625
3,578285,0.2138671875
3,1712504,-1.0078125
3,1828513,0.357421875
3,1739208,-1.4296875
3,1858174,0.1552734375
3,583839,-1.609375
3,821106,0.0140380859375
3,1452553,-1.03125
3,1063433,0.57421875
3,697671,0.228515625
3,781411,0.126953125
3,1519444,0.83984375
3,102468,0.390625
3,1887978,-1.28125
3,1491983,0.337890625
3,1506405,-0.93359375
3,369266,0.314453125
3,259480,0.30859375
3,76702,0.05029296875
3,958422,-1.359375
3,888451,0.294921875
3,978411,0.423828125
3,1402813,-0.287109375
3,276819,0.2578125
3,1977575,0.1357421875
3,1295106,0.318359375
3,860199,-0.021240234375
3,673162,0.26953125
3,1703365,0.2392578125
3,186878,-0.1875
3,1055575,-1.171875
3,1513176,-0.031494140625
3,1035424,0.1982421875
3,1077266,0.43359375
3,1431452,0.1279296875
3,1942439,-0.09814453125
3,1943370,0.1650390625
3,1696015,0.2294921875
3,973520,0.171875
3,1532378,0.271484375
3,847134,0.2001953125
3,1486562,0.38671875
3,197195,0.322265625
3,494560,-1.6796875
3,1443981,0.19140625
3,1545874,0.1455078125
3,537501,0.1533203125
3,1096556,0.322265625
3,1659906,0.0732421875
3,1340627,0.3671875
3,1950633,-0.0458984375
3,1642102,0.1171875
3,1411895,0.03857421875
3,1190873,0.34765625
3,932046,0.2578125
3,195531,0.126953125
3,1026670,0.2119140625
3,1143475,-0.01519775390625
3,1405435,0.1513671875
3,1480694,-0.359375
3,1698608,0.1884765625
3,1272280,0.3671875
3,1702827,0.455078125
3,1932423,-0.05517578125
3,1317040,-0.000885009765625
3,1711027,0.181640625
3,1415613,0.3203125
3,1473348,0.189453125
3,1093168,-0.0830078125
3,1054211,-0.41015625
3,1142144,-0.4453125
3,1603545,0.341796875
3,1440589,-0.376953125
3,1675401,0.1748046875
3,874602,0.12353515625
3,1418827,0.08837890625
3,1053795,0.25390625
3,1473434,0.30859375
3,879966,-0.380859375
3,1356981,-0.21484375
3,133930,-0.16015625
3,1092458,0.5
3,1721062,-1.15625
3,476606,0.1943359375
3,837020,0.11572265625
3,1379611,-0.96875
3,1912759,0.451171875
3,821292,0.15625
3,1100101,-0.01434326171875
3,1148964,0.26953125
3,625917,0.06298828125
3,1403207,0.322265625
3,1550576,0.1123046875
3,1207862,0.2158203125
3,1577754,0.4375
3,1093551,0.2392578125
3,206167,0.1669921875
3,1416830,-0.05078125
3,1466297,0.48828125
3,191212,0.296875
3,1042056,0.15234375
3,972789,-0.345703125
3,1104564,0.1845703125
3,1502734,0.251953125
3,1572779,0.0673828125
3,1034369,-0.021484375
3,1325606,-0.330078125
3,1183607,0.2451171875
3,1260929,0.3828125
3,1674445,-0.828125
3,1343107,0.33984375
3,760571,0.12109375
3,1329517,-0.255859375
3,1569399,0.515625
3,573466,-2.0625
3,966008,-0.1396484375
3,742174,0.1279296875
3,1891850,0.322265625
3,1795764,0.328125
3,1480718,0.291015625
3,1118762,0.0947265625
3,1693604,-0.3359375
3,874477,0.373046875
3,1070000,-0.63671875
3,700078,0.01177978515625
3,1144774,-0.049072265625
3,1051009,0.23828125
3,978059,0.2265625
3,984492,0.0654296875
3,1176407,0.166015625
3,1246481,0.25390625
3,924872,0.2412109375
3,1376904,0.26953125
3,158029,-0.1181640625
3,1003563,0.0771484375
3,1026310,0.314453125
3,1183588,0.1396484375
3,1389953,0.3203125
3,1527269,0.279296875
3,1361893,-0.8984375
3,851385,0.1748046875
3,1439787,-0.267578125
3,1951084,-0.53515625
3,836693,-0.11767578125
3,1717310,-0.61328125
3,946123,0.224609375
3,1482821,0.2392578125
3,1931341,0.056396484375
3,1165409,0.1064453125
3,1925077,0.33203125
3,1077318,0.2021484375
3,915870,0.494140625
3,1093565,-0.1298828125
3,929849,0.166015625
3,1317118,0.3046875
3,1365567,-0.162109375
3,1053513,0.216796875
3,1079467,0.13671875
3,1237350,0.1845703125
3,1568100,-0.11083984375
3,1202181,0.314453125
3,1311715,0.158203125
3,1933987,-0.08642578125
3,1209077,0.28515625
3,1190616,0.0810546875
3,1266153,0.1337890625
3,1603413,-0.427734375
3,1581464,0.1611328125
3,1520967,0.1826171875
3,1291199,0.1455078125
3,1983479,0.248046875
3,1712650,0.25
3,1341041,0.2470703125
3,1259466,0.296875
3,1461615,-0.0439453125
3,820614,0.345703125
3,1449530,0.34765625
3,1572426,-0.11669921875
3,1258982,0.19921875
3,1110264,0.0245361328125
3,1207940,0.2578125
3,1097198,-0.408203125
3,953877,0.3125
3,829387,0.171875
3,1000137,-0.01397705078125
3,1492171,-0.04345703125
3,1198056,-0.0308837890625
3,1149120,-0.060791015625
3,1017923,0.19921875
3,981020,0.09619140625
3,1092200,0.2392578125
3,833796,0.1943359375
3,1095191,-0.1591796875
3,998710,-0.42578125
3,884921,-0.251953125
3,1482570,-0.58984375
3,1448684,0.09521484375
3,1558299,-0.059814453125
3,986484,0.1669921875
3,801407,0.060791015625
3,1680092,0.35546875
3,665536,0.29296875
3,1571060,-1.03125
3,1503832,0.1376953125
3,1513074,0.1875
3,1160438,0.375
3,1465021,0.09423828125
3,1624561,0.1796875
3,1173893,0.1396484375
3,344433,-0.6328125
3,1947025,-0.4296875
3,779370,0.2001953125
3,1422766,0.10498046875
3,1028928,0.08544921875
3,1170646,0.408203125
3,1152174,0.11669921875
3,1482594,0.1484375
3,1200441,0.177734375
3,918314,-0.24609375
3,1394082,-1.203125
3,1203519,0.203125
3,1726325,0.166015625
3,1425556,-0.390625
3,887756,-0.033203125
3,1529687,-0.1904296875
3,1483774,0.01409912109375
3,1709450,0.296875
3,933808,0.13671875
3,1923994,0.134765625
3,1566068,0.06787109375
3,578242,0.322265625
3,1133916,-0.07861328125
3,1010037,0.41796875
3,1095632,0.45703125
3,1554429,0.412109375
3,1217705,-0.5078125
3,792449,0.19921875
3,1226051,0.2353515625
3,879389,0.11572265625
3,1619487,0.1953125
3,1030781,0.318359375
3,1565094,-0.042236328125
3,517408,0.058349609375
3,1184702,0.10791015625
3,1555335,0.404296875
3,1386774,0.050537109375
3,1478026,0.12158203125
3,1572307,0.1611328125
3,1304195,-0.125
3,1461150,-0.00445556640625
3,1276240,0.279296875
3,1416130,0.271484375
3,1732165,-0.69140625
3,868050,0.052001953125
3,1563916,0.294921875
3,994010,0.255859375
3,1931026,0.1513671875
3,1777750,0.2294921875
3,799129,0.275390625
3,885236,0.3046875
3,1242338,0.162109375
3,227738,0.255859375
3,1259837,0.25
3,1979047,-0.59765625
3,1213620,0.251953125
3,90183,0.1298828125
3,1238820,0.265625
3,1066026,0.1494140625
3,1531563,0.2890625
3,1723571,0.359375
3,1408187,-0.57421875
3,786329,-0.193359375
3,1412504,-0.310546875
3,1042048,-1.03125
3,1493710,0.1591796875
3,1374632,-1.109375
3,1165107,0.08251953125
3,190571,0.2119140625
3,166587,0.05810546875
3,1933529,0.185546875
3,965740,0.333984375
3,1288313,0.0162353515625
3,1320725,-0.037353515625
3,1722244,0.061279296875
3,918966,0.357421875
3,1298928,0.2236328125
3,1656027,0.035400390625
3,1306547,0.055908203125
3,1010247,-0.05126953125
3,479174,-0.0159912109375
3,1088067,-0.022705078125
3,1132407,0.212890625
3,1002349,-0.404296875
3,783913,-0.4453125
3,1492333,0.322265625
3,1100210,0.294921875
3,1432775,0.09912109375
3,1271611,-0.103515625
3,1315682,-0.38671875
3,1457934,0.12060546875
3,1035729,-0.0260009765625
3,1069862,0.09033203125
3,1316050,0.2353515625
3,1305481,-0.60546875
3,1504587,-0.1611328125
3,1232350,0.0205078125
3,1475277,0.349609375
3,1539867,0.228515625
3,1495060,0.130859375
3,1652347,-0.1904296875
3,1938481,0.154296875
3,890937,0.052490234375
3,1400569,0.3828125
3,1449007,0.3125
3,1950520,0.173828125
3,926703,-1.4921875
3,1185577,0.193359375
3,1576474,0.220703125
3,1099598,0.2431640625
3,865209,0.2041015625
3,1713257,-0.01495361328125
3,877314,0.400390625
3,1012479,0.1552734375
3,1009778,0.2021484375
3,1431520,0.03515625
3,981691,-0.65234375
3,511588,-0.0791015625
3,806158,0.0299072265625
3,1042617,-0.07666015625
3,1282807,-0.12890625
3,971600,0.134765625
3,1454508,-0.1455078125
3,1054954,-0.4609375
3,1015344,0.392578125
3,822892,-0.0103759765625
3,1319701,0.2392578125
3,927661,0.296875
3,1932143,-0.051025390625
3,1056636,0.193359375
3,878141,-0.302734375
3,1209425,-0.59765625
3,987889,-0.050537109375
3,1280775,-0.55859375
3,1299902,0.158203125
3,1075088,-0.75390625
3,1311342,0.37890625
3,1219806,0.2431640625
3,1282129,-0.404296875
3,1452950,0.16015625
3,1981784,0.11474609375
3,1029173,0.0751953125
3,1415633,0.345703125
3,1724548,0.1533203125
3,1299417,-0.046630859375
3,1038923,0.177734375
3,1090391,-0.6875
3,1204818,0.197265625
3,1461725,-0.93359375
4,1172905,0.34375
4,1591582,-0.1630859375
4,1898984,-1.8515625
4,1228736,0.10302734375
4,514953,0.2412109375
4,819840,0.17578125
4,1250415,0.27734375
4,718325,0.0238037109375
4,1440433,-0.50390625
4,724594,-1.625
4,1861543,0.205078125
4,1721550,-0.166015625
4,1322632,0.310546875
4,1359870,0.0203857421875
4,1775923,0.32421875
4,876150,-2.640625
4,1038790,0.51953125
4,715453,0.3046875
4,1830185,0.2470703125
4,451113,-0.12451171875
4,954518,0.236328125
5,816881,0.248046875
5,341811,0.451171875
5,449575,-0.08837890625
5,328099,-0.4296875
5,1421712,0.390625
5,1505260,-0.447265625
5,847809,0.447265625
5,858006,-0.18359375
5,1492898,-0.3046875
5,871198,-0.055419921875
5,1841464,-0.0693359375
5,1208658,0.44921875
5,1435970,-0.052734375
5,1335986,0.2236328125
5,933083,0.29296875
5,443801,-0.04443359375
5,1409260,0.1904296875
5,1729432,0.326171875
5,224159,0.1640625
5,842931,0.1484375
5,1942702,0.2412109375
5,1977130,0.48046875
5,932642,0.271484375
5,1649312,0.0400390625
5,1821430,0.0439453125
5,1415154,-0.263671875
5,1223295,0.078125
5,1684373,0.1435546875
5,1503230,0.1630859375
5,131247,0.431640625
5,1748566,-0.3515625
5,1002870,0.326171875
5,1627793,0.1953125
5,994553,0.050048828125
5,1573662,0.037841796875
5,1537813,-1.0703125
5,1390216,-0.259765625
5,1896176,-0.07470703125
5,646677,0.03271484375
5,1469559,-0.2294921875
5,1255451,0.27734375
5,632640,0.09912109375
5,1543205,-0.0030975341796875
5,807185,0.0189208984375
5,1787652,-0.052001953125
5,687809,0.000835418701171875
5,1362337,-0.55859375
5,1166327,-0.059814453125
5,1616946,0.25
5,991608,-0.134765625
5,1165952,-0.0142822265625
5,957175,-0.050048828125
5,1285837,0.0498046875
5,1649789,-0.060302734375
5,1732157,0.1279296875
5,1565215,0.028564453125
5,1390904,0.478515625
5,1172594,-0.11376953125
5,1078181,-0.0595703125
5,1009840,0.019775390625
5,1508680,-0.185546875
5,967988,-0.33984375
5,1662973,0.12060546875
5,338369,-0.001739501953125
5,1602638,0.003173828125
5,1134654,-0.0032196044921875
5,1613884,-1.7734375
5,1597123,-0.470703125
5,1192699,0.07177734375
5,809411,0.388671875
5,1366139,0.0272216796875
5,1556268,-0.08740234375
5,1931008,0.37890625
5,1397356,-0.1611328125
5,1468289,-0.095703125
5,779219,0.09130859375
5,990244,-0.154296875
5,1337131,0.2421875
5,1173627,-0.0830078125
5,1252002,0.3046875
5,1180961,-0.275390625
5,1106004,0.06298828125
6,1976803,0.515625
6,1029211,-1.2890625
6,533261,0.349609375
6,1454591,0.29296875
6,1804478,0.359375
6,1370655,0.1083984375
6,867903,-0.37890625
6,218955,0.55859375
6,1077787,-0.5078125
6,59757,0.06591796875
6,396909,0.328125
6,1661359,-0.1630859375
6,1286246,-0.77734375
6,704500,0.2353515625
6,662864,0.185546875
6,109917,0.1552734375
6,372629,0.1982421875
6,539367,0.1650390625
6,1430384,-0.80078125
6,753504,-0.7265625
6,78567,-0.61328125
6,1823962,-0.1494140625
6,993095,0.1103515625
6,781586,0.0947265625
6,1249614,0.1064453125
6,596175,-0.353515625
6,168224,0.52734375
6,999564,-0.19140625
6,677608,-0.41796875
6,1863636,-0.12890625
6,214368,-0.0284423828125
6,88564,-0.95703125
6,833347,0.1552734375
6,1164853,-0.032470703125
6,1625840,0.2236328125
7,912782,0.234375
7,1195948,0.265625
7,1497406,0.263671875
7,350754,0.30859375
7,1266475,0.27734375
7,905803,0.26953125
7,1950441,0.244140625
7,1127889,0.240234375
7,453749,0.236328125
7,1513659,0.2451171875
7,1007770,0.263671875
7,111411,-0.00341796875
7,628341,0.1455078125
7,1183469,0.203125
7,1915599,0.1044921875
7,1038962,0.294921875
7,1822175,0.212890625
7,508999,0.142578125
7,692153,-0.8046875
7,872350,0.2734375
7,1649272,0.08837890625
7,1741006,0.1728515625
7,1360914,0.2197265625
7,1542671,0.232421875
7,1026853,0.1982421875
7,575290,0.22265625
7,461982,0.6875
7,1662838,0.255859375
7,541662,0.171875
7,1691581,-0.302734375
7,430173,0.1611328125
7,766412,0.326171875
7,1089577,0.33203125
7,100967,0.29296875
7,399389,0.1875
7,550483,0.2119140625
7,1667800,0.1376953125
7,1418693,0.1298828125
7,306566,0.287109375
7,1669063,0.283203125
7,270497,0.1103515625
7,1651301,0.034912109375
7,1328305,0.2001953125
7,614367,0.2734375
7,493657,0.265625
7,941256,0.04736328125
7,815999,-0.003631591796875
7,1154952,0.039306640625
7,1116531,0.1962890625
7,1544379,-0.01385498046875
7,1489798,0.19140625
7,578843,0.11376953125
7,1481031,0.26171875
7,1192698,-0.043212890625
7,1409463,0.2109375
7,1452059,0.376953125
7,916463,0.255859375
7,1474288,0.11181640625
7,1486359,0.54296875
7,991118,0.1689453125
7,1612788,0.10888671875
7,1162695,0.0986328125
7,1611632,0.1513671875
7,1462058,0.330078125
7,1573403,0.1884765625
7,817024,0.306640625
7,1720464,-0.0311279296875
7,1661676,0.263671875
7,1231510,0.2265625
7,1339242,0.17578125
7,1506281,0.2412109375
7,1700108,0.2236328125
7,832951,0.2412109375
7,1119095,0.451171875
7,1725327,0.294921875
7,1072559,0.2890625
7,1541334,0.177734375
7,1345325,0.177734375
7,1007202,0.24609375
7,842646,0.2490234375
7,1103168,0.034912109375
7,909080,-0.005584716796875
7,922707,0.11767578125
7,902384,0.1533203125
8,949378,0.205078125
8,1649177,-0.11962890625
8,618737,0.2255859375
8,1449372,0.11865234375
8,1499741,0.16015625
8,827468,0.060546875
8,153281,-0.1337890625
8,438055,-0.2255859375
8,1806434,0.05419921875
8,273296,-0.146484375
8,187924,0.0703125
8,1552423,0.298828125
8,397047,-0.09521484375
8,442852,-0.021728515625
8,732562,0.16796875
8,968121,0.0186767578125
8,331200,-0.061279296875
8,1867122,-0.1328125
8,470200,-0.0625
8,1036535,-0.05908203125
8,80980,-0.018310546875
8,1291940,-0.15625
8,690372,-0.2138671875
8,725647,-0.1318359375
8,1724449,-0.045166015625
8,1331490,-0.045654296875
8,1936968,0.111328125
8,776900,-0.244140625
8,188956,0.059326171875
8,665323,0.0380859375
8,577949,-0.1748046875
8,1230071,-0.1689453125
8,628192,0.24609375
8,312074,-0.11865234375
8,1348838,-0.400390625
8,388027,-0.09228515625
8,197694,-0.052978515625
8,777118,-0.0771484375
8,580275,-0.12451171875
8,1446432,-0.1455078125
8,1174378,0.2158203125
8,828840,0.1806640625
8,798385,-0.111328125
8,1841443,0.1826171875
8,257466,0.359375
8,168849,0.07275390625
8,897808,0.2197265625
8,813830,-0.1923828125
8,1003603,0.134765625
8,797697,-0.1005859375
8,1005819,-0.6171875
8,1186985,0.283203125
8,1338356,0.1494140625
8,1095204,0.057373046875
8,931949,-0.1904296875
8,1416877,-0.20703125
8,950339,-0.06689453125
8,1515945,-1.3046875
8,895381,0.23828125
8,1259149,0.0203857421875
8,1144947,-0.0400390625
8,918429,0.283203125
8,1320627,-0.35546875
8,1220942,0.2265625
8,1611235,-0.1259765625
8,1094338,0.125
8,1369771,-0.02099609375
8,1523905,0.12109375
8,1357716,0.1962890625
8,777988,-0.09033203125
8,1628527,0.0284423828125
8,948004,-0.2578125
8,1319412,0.044921875
8,1628005,0.185546875
8,926713,0.1748046875
8,1047635,0.154296875
8,1566117,0.2392578125
8,1650753,0.177734375
8,1473158,-0.51171875
8,1090339,0.0244140625
8,1376118,0.05908203125
8,872823,-0.27734375
8,987576,0.1396484375
8,1133492,-0.259765625
8,915682,-0.09619140625
8,1127580,0.03857421875
8,1453491,0.27734375
8,1393083,0.16015625
8,1017314,0.0223388671875
8,1335432,0.12060546875
8,1117497,0.1884765625
8,1085847,0.0673828125
8,1462072,-1.390625
8,1326124,-0.19140625
8,1460215,-0.041259765625
8,1950282,0.038330078125
8,1373810,-0.1806640625
8,1142556,0.1533203125
8,1275053,0.055419921875
8,1052998,-0.07080078125
8,1653205,0.1171875
9,1137438,0.4765625
9,1334931,0.423828125
9,62940,0.53125
9,1444548,0.1611328125
9,224747,0.0004863739013671875
9,130565,0.33984375
9,1464709,0.3203125
9,461264,0.2314453125
9,1210646,0.294921875
9,1720046,0.470703125
9,1542118,0.3671875
9,92131,0.43359375
9,1283281,0.33984375
9,1187039,0.18359375
9,1830377,0.451171875
9,1779897,0.333984375
10,697373,0.337890625
10,865413,0.1875
10,946644,-1.4375
10,1469965,-0.111328125
10,1731995,0.208984375
10,1981396,-0.1298828125
10,339557,-0.1767578125
10,758520,0.474609375
10,1855168,-0.240234375
10,1941895,-1.640625
10,480996,0.00201416015625
10,459299,-0.0089111328125
10,537041,-0.171875
10,1838286,-0.69140625
10,179838,0.1396484375
10,1698971,-1.1171875
10,489893,0.53515625
10,1813955,0.3359375
10,575956,0.06689453125
10,58565,-0.1884765625
10,1776478,0.1328125
10,364844,0.24609375
10,158819,0.09130859375
10,1215368,0.2119140625
11,1759785,-0.0712890625
11,238022,-0.42578125
11,1974427,-0.396484375
11,1103307,-0.047607421875
11,330833,0.287109375
11,1674496,0.1953125
11,439170,0.3203125
11,799690,-0.024658203125
11,632719,-2.390625
11,585049,0.17578125
11,337878,-0.58984375
11,787592,0.1376953125
11,551118,0.1650390625
11,51099,0.16796875
12,1290369,-0.038818359375
12,51443,0.1669921875
12,64766,-2.1875
12,1638651,0.28125
12,510944,0.1572265625
12,649680,0.1328125
12,1983271,-0.333984375
12,810284,0.3046875
12,1363838,-0.546875
12,1770994,-1.96875
12,746990,-0.00823974609375
13,1512421,0.0159912109375
13,1078867,0.458984375
13,713332,0.34375
13,1638503,0.10546875
13,1086936,0.2158203125
13,1654182,0.1953125
13,1019730,0.30859375
13,644456,0.05322265625
13,413353,0.1025390625
13,631598,0.28125
13,964986,0.024169921875
13,1123461,-0.08203125
13,1518438,0.0272216796875
13,1681026,0.259765625
13,555623,0.2734375
13,360377,0.103515625
13,1320436,0.0849609375
13,985961,0.349609375
13,246871,0.1201171875
13,1240346,0.26953125
13,1362756,0.01275634765625
13,1382345,0.361328125
13,1319850,0.259765625
13,884009,0.1669921875
13,388948,0.71484375
13,795772,0.2890625
13,159518,-0.038330078125
13,985251,0.029052734375
13,1536619,0.189453125
13,377747,0.042724609375
13,543129,0.2353515625
13,130332,0.04931640625
13,1387415,0.259765625
13,326951,0.138671875
13,1420603,-0.1728515625
13,409461,0.337890625
13,1894271,-0.1787109375
13,1220524,0.1552734375
13,1441001,-0.05224609375
13,1670054,0.047607421875
13,445458,0.185546875
13,1031475,0.13671875
14,458393,-0.1484375
14,981182,0.37109375
14,1654846,-0.38671875
14,133943,0.2119140625
14,381058,-0.181640625
14,1891513,-0.275390625
14,552374,-0.060791015625
14,286811,-0.259765625
14,1247705,0.00994873046875
14,1189558,-0.00927734375
14,578027,0.330078125
14,451863,0.3671875
14,1035390,-0.392578125
14,255716,-0.6328125
14,1036195,-0.404296875
14,433080,-0.58984375
14,694124,-0.3046875
14,1884574,-2.03125
14,1024103,0.01483154296875
14,1669907,-0.09423828125
14,204086,-0.185546875
14,888128,-0.25390625
14,1079618,-0.40234375
14,128758,-0.1533203125
14,1917549,-0.05419921875
14,1921602,0.265625
14,820024,-0.10205078125
14,1084126,-0.392578125
14,1632388,-0.94140625
14,1368814,-0.005279541015625
14,1872425,0.0228271484375
14,1107296,0.049560546875
14,53050,-0.54296875
14,1839221,0.1884765625
14,988179,-0.0439453125
14,116988,0.045166015625
14,246484,-0.12451171875
14,331098,0.08447265625
14,1863230,-0.435546875
14,607400,0.08447265625
14,80672,-1.359375
14,1347020,-0.97265625
14,1614483,-0.94921875
14,346836,-0.8515625
15,1000539,-0.44140625
15,1692073,0.10205078125
15,1228038,-0.302734375
15,702113,0.216796875
15,1511933,0.0206298828125
15,1834574,0.1865234375
15,565739,0.2255859375
15,1509649,0.09228515625
15,641456,-0.03173828125
15,1452463,0.068359375
15,1095546,0.09912109375
15,252082,0.259765625
15,453899,0.1708984375
15,786447,0.259765625
15,1900486,0.25
15,511019,0.30859375
15,374290,0.302734375
15,241503,0.12353515625
15,135076,0.271484375
15,603167,0.15625
15,914555,0.380859375
15,842944,-0.1474609375
